product_name,customer_marital_status,customer_gender,territory_name,special_offer_type,special_offer_category,order_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount
"Road-350-W Yellow, 44",S,F,Northwest,No Discount,No Discount,2014-01-24,entregue no prazo,7,69.97,1,54.99,0.0
"Men's Bib-Shorts, M",M,M,Northwest,No Discount,No Discount,2013-08-05,entregue no prazo,7,39.98,1,34.99,0.0
"Women's Mountain Shorts, M",M,M,Northwest,No Discount,No Discount,2013-08-21,entregue no prazo,7,62.98,1,8.99,0.0
"Men's Sports Shorts, M",S,M,Northwest,No Discount,No Discount,2012-12-31,entregue no prazo,7,74.84,1,74.84,0.0
"Touring-3000 Yellow, 62",M,M,Northwest,No Discount,No Discount,2014-05-31,entregue no prazo,7,34.99,1,34.99,0.0
LL Road Handlebars,S,M,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,133.49,1,63.5,0.0
Water Bottle - 30 oz.,S,F,Northwest,No Discount,No Discount,2013-11-01,entregue no prazo,7,78.48,1,9.99,0.0
"Road-250 Black, 58",S,M,Northwest,No Discount,No Discount,2013-01-28,entregue no prazo,7,537.33,1,67.54,0.0
"ML Road Frame-W - Yellow, 48",S,F,Northwest,No Discount,No Discount,2013-12-24,entregue no prazo,7,14.98,1,9.99,0.0
"Road-350-W Yellow, 42",M,M,Southwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,49.48,1,24.49,0.0
"LL Mountain Frame - Black, 44",M,M,Northwest,No Discount,No Discount,2013-07-27,entregue no prazo,7,34.89,1,2.29,0.0
"HL Touring Frame - Yellow, 46",S,F,Northwest,No Discount,No Discount,2013-10-29,entregue no prazo,7,119.98,1,49.99,0.0
"Mountain-400-W Silver, 46",M,F,Southwest,No Discount,No Discount,2014-04-05,entregue no prazo,7,71.58,1,3.99,0.0
"Men's Sports Shorts, XL",S,F,Northwest,No Discount,No Discount,2013-08-25,entregue no prazo,7,34.98,1,4.99,0.0
"Touring-3000 Yellow, 50",M,M,Southwest,No Discount,No Discount,2013-07-11,entregue no prazo,7,34.89,1,2.29,0.0
"Road-550-W Yellow, 44",M,M,Northwest,No Discount,No Discount,2014-06-09,entregue no prazo,7,34.98,1,29.99,0.0
"HL Touring Frame - Yellow, 46",S,F,Northwest,No Discount,No Discount,2014-06-21,entregue no prazo,7,60.47,1,3.99,0.0
"Road-550-W Yellow, 44",M,M,Northwest,No Discount,No Discount,2013-07-02,entregue no prazo,7,53.99,1,53.99,0.0
"Road-350-W Yellow, 44",M,F,Southwest,No Discount,No Discount,2013-08-08,entregue no prazo,7,78.98,1,8.99,0.0
"Touring-3000 Yellow, 54",S,F,Northwest,No Discount,No Discount,2014-01-30,entregue no prazo,7,45.95,1,8.99,0.0
"Women's Tights, M",S,F,Northwest,No Discount,No Discount,2014-05-05,entregue no prazo,7,45.95,1,4.99,0.0
"Classic Vest, L",M,M,Northwest,No Discount,No Discount,2014-03-02,entregue no prazo,7,63.97,1,34.99,0.0
Front Brakes,S,F,Northwest,No Discount,No Discount,2014-01-01,entregue no prazo,7,12.94,1,7.95,0.0
"Mountain-500 Black, 52",M,M,Northwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,9.99,1,9.99,0.0
"Road-350-W Yellow, 48",M,F,Southwest,No Discount,No Discount,2014-01-04,entregue no prazo,7,69.97,1,4.99,0.0
Road Bottle Cage,S,M,Northwest,No Discount,No Discount,2013-11-08,entregue no prazo,7,67.49,1,3.99,0.0
HL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2013-02-28,entregue no prazo,7,123.28,2,28.84,0.0
"Road-550-W Yellow, 48",S,M,Northwest,No Discount,No Discount,2013-12-22,entregue no prazo,7,42.84,1,32.6,0.0
"Short-Sleeve Classic Jersey, S",S,M,Northwest,No Discount,No Discount,2013-08-04,entregue no prazo,7,49.97,1,34.99,0.0
"Mountain-400-W Silver, 46",S,F,Northwest,No Discount,No Discount,2014-04-01,entregue no prazo,7,539.99,1,539.99,0.0
"Short-Sleeve Classic Jersey, S",S,M,Northwest,No Discount,No Discount,2014-04-04,entregue no prazo,7,37.27,1,4.99,0.0
LL Road Handlebars,S,M,Northwest,No Discount,No Discount,2014-05-11,entregue no prazo,7,37.29,1,35.0,0.0
"Classic Vest, L",S,M,Northwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,32.6,1,32.6,0.0
"Road-550-W Yellow, 42",M,M,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,21.98,1,21.98,0.0
HL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2014-06-12,entregue no prazo,7,81.46,1,24.49,0.0
"Road-250 Red, 52",M,M,Northwest,No Discount,No Discount,2014-03-17,entregue no prazo,7,6.28,1,3.99,0.0
"Touring-1000 Yellow, 46",M,F,Southwest,No Discount,No Discount,2013-08-06,entregue no prazo,7,119.98,1,49.99,0.0
"ML Mountain Frame-W - Silver, 40",M,M,Northwest,No Discount,No Discount,2014-03-05,entregue no prazo,7,119.98,1,69.99,0.0
HL Mountain Rear Wheel,S,M,Northwest,No Discount,No Discount,2014-02-06,entregue no prazo,7,70.96,1,35.0,0.0
"LL Mountain Frame - Black, 52",S,F,Northwest,No Discount,No Discount,2014-01-11,entregue no prazo,7,68.97,1,4.99,0.0
"LL Mountain Frame - Black, 48",S,F,Northwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,39.99,1,35.0,0.0
Mountain Tire Tube,M,M,Northwest,No Discount,No Discount,2014-06-29,entregue no prazo,7,32.27,1,24.99,0.0
Cable Lock,S,F,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,15.23,1,4.99,0.0
"Men's Bib-Shorts, M",S,M,Northwest,No Discount,No Discount,2013-07-15,entregue no prazo,7,14.98,1,4.99,0.0
"Touring-1000 Yellow, 46",S,F,Northwest,No Discount,No Discount,2013-08-19,entregue no prazo,7,27.28,1,2.29,0.0
"Touring-3000 Yellow, 50",M,M,Southwest,No Discount,No Discount,2013-11-24,entregue no prazo,7,23.97,1,9.99,0.0
"Touring-Panniers, Large",S,F,Northwest,No Discount,No Discount,2013-12-10,entregue no prazo,7,110.46,1,21.49,0.0
"LL Mountain Frame - Silver, 52",S,M,Northwest,No Discount,No Discount,2013-08-31,entregue no prazo,7,15.23,1,2.29,0.0
LL Road Handlebars,M,M,Northwest,No Discount,No Discount,2014-02-09,entregue no prazo,7,64.97,1,24.99,0.0
Mountain Bottle Cage,S,M,Northwest,No Discount,No Discount,2013-12-30,entregue no prazo,7,23.97,1,8.99,0.0
"Road-250 Red, 52",M,M,Northwest,No Discount,No Discount,2013-10-10,entregue no prazo,7,21.98,1,21.98,0.0
"Short-Sleeve Classic Jersey, L",S,M,Northwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,88.42,1,21.49,0.0
HL Crankset,S,F,Northwest,No Discount,No Discount,2014-05-09,entregue no prazo,7,4.99,1,4.99,0.0
"Road-250 Black, 52",M,M,Northwest,No Discount,No Discount,2014-05-27,entregue no prazo,7,34.98,1,4.99,0.0
"Men's Bib-Shorts, S",S,F,Northwest,No Discount,No Discount,2014-05-24,entregue no prazo,7,69.97,1,34.99,0.0
"Touring-3000 Yellow, 62",M,F,Southwest,No Discount,No Discount,2014-06-11,entregue no prazo,7,35.0,1,35.0,0.0
"HL Touring Frame - Blue, 60",S,M,Northwest,No Discount,No Discount,2014-04-24,entregue no prazo,7,64.47,1,4.99,0.0
"Road-250 Black, 52",M,M,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,78.96,1,29.99,0.0
Fender Set - Mountain,M,M,Northwest,No Discount,No Discount,2014-02-20,entregue no prazo,7,2.29,1,2.29,0.0
"Mountain-200 Black, 38",M,M,Northwest,No Discount,No Discount,2014-01-11,entregue no prazo,7,9.99,1,9.99,0.0
"LL Mountain Frame - Silver, 40",S,F,Northwest,Volume Discount,Reseller,2013-10-06,entregue no prazo,7,7.28,1,2.29,0.0
Taillights - Battery-Powered,S,M,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,127.95,1,49.99,0.0
"Men's Sports Shorts, L",M,M,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,39.98,1,34.99,0.0
LL Fork,S,F,Northwest,No Discount,No Discount,2013-10-11,entregue no prazo,7,4.99,1,4.99,0.0
"Road-250 Black, 44",S,F,Northwest,No Discount,No Discount,2014-01-26,entregue no prazo,7,89.97,1,34.99,0.0
"Road-550-W Yellow, 38",S,F,Northwest,No Discount,No Discount,2014-02-14,entregue no prazo,7,45.22,1,29.99,0.0
Hydration Pack - 70 oz.,S,F,Northwest,No Discount,No Discount,2014-06-23,entregue no prazo,7,32.28,1,29.99,0.0
LL Road Tire,S,F,Northwest,No Discount,No Discount,2013-07-31,entregue no prazo,7,132.95,1,4.99,0.0
"Touring-1000 Blue, 50",S,F,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,21.98,1,21.98,0.0
"LL Touring Frame - Yellow, 62",S,F,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,71.58,1,3.99,0.0
"Half-Finger Gloves, S",S,F,Northwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,4.99,1,4.99,0.0
"ML Road Frame-W - Yellow, 38",S,F,Northwest,No Discount,No Discount,2014-02-08,entregue no prazo,7,83.97,1,24.99,0.0
"Touring-3000 Blue, 54",S,F,Northwest,No Discount,No Discount,2014-06-19,entregue no prazo,7,121.57,1,32.6,0.0
"Full-Finger Gloves, L",S,F,Northwest,No Discount,No Discount,2014-04-16,entregue no prazo,7,49.97,1,9.99,0.0
Touring Tire,S,F,Northwest,No Discount,No Discount,2013-07-30,entregue no prazo,7,94.46,1,29.99,0.0
"Touring-2000 Blue, 50",S,F,Northwest,No Discount,No Discount,2014-06-16,entregue no prazo,7,42.28,1,4.99,0.0
Water Bottle - 30 oz.,M,M,Northwest,No Discount,No Discount,2013-09-19,entregue no prazo,7,128.97,1,8.99,0.0
"Mountain-500 Black, 52",M,M,Northwest,No Discount,No Discount,2013-08-24,entregue no prazo,7,34.99,1,34.99,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2014-04-27,entregue no prazo,7,4.99,1,4.99,0.0
"ML Road Frame-W - Yellow, 42",M,M,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,74.98,1,4.99,0.0
HL Headset,S,F,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,14.98,1,9.99,0.0
"LL Mountain Frame - Silver, 42",M,M,Northwest,No Discount,No Discount,2014-04-15,entregue no prazo,7,35.0,1,35.0,0.0
"Road-550-W Yellow, 42",M,M,Northwest,No Discount,No Discount,2014-05-08,entregue no prazo,7,59.98,1,4.99,0.0
"Touring-2000 Blue, 54",M,F,Southwest,No Discount,No Discount,2013-10-23,entregue no prazo,7,27.28,1,2.29,0.0
"LL Mountain Frame - Black, 52",S,F,Northwest,No Discount,No Discount,2014-04-07,entregue no prazo,7,63.97,1,3.99,0.0
"Touring-3000 Yellow, 54",M,F,Southwest,No Discount,No Discount,2013-10-17,entregue no prazo,7,4.99,1,4.99,0.0
"Road-350-W Yellow, 48",S,F,Northwest,No Discount,No Discount,2014-03-21,entregue no prazo,7,60.47,1,21.49,0.0
"Road-750 Black, 48",M,M,Northwest,No Discount,No Discount,2013-12-12,entregue no prazo,7,23.78,1,21.49,0.0
Fender Set - Mountain,M,M,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,14.98,1,4.99,0.0
"Mountain-500 Black, 52",M,M,Northwest,No Discount,No Discount,2013-11-13,entregue no prazo,7,124.99,1,120.0,0.0
HL Road Seat/Saddle,S,F,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,36.59,1,3.99,0.0
"ML Road Frame-W - Yellow, 38",S,F,Northwest,No Discount,No Discount,2013-09-05,entregue no prazo,7,2.29,1,2.29,0.0
"Touring-1000 Blue, 50",M,M,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,155.47,1,21.98,0.0
"Racing Socks, L",M,M,Northwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,88.42,1,21.49,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2014-01-05,entregue no prazo,7,42.28,1,2.29,0.0
"Road-550-W Yellow, 42",M,M,Northwest,No Discount,No Discount,2013-12-09,entregue no prazo,7,123.98,1,53.99,0.0
HL Touring Handlebars,M,M,Southeast,No Discount,No Discount,2013-09-13,entregue no prazo,7,29.48,1,4.99,0.0
ML Road Tire,S,M,Northwest,No Discount,No Discount,2014-01-15,entregue no prazo,7,37.93,1,7.95,0.0
"LL Mountain Frame - Silver, 40",S,F,Northwest,No Discount,No Discount,2013-08-31,entregue no prazo,7,147.28,1,24.99,0.0
ML Road Pedal,S,F,Northwest,No Discount,No Discount,2014-06-02,entregue no prazo,7,74.98,1,35.0,0.0
"Touring-1000 Yellow, 54",M,M,Southwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,196.29,1,2.29,0.0
Hitch Rack - 4-Bike,S,F,Northwest,No Discount,No Discount,2014-06-25,entregue no prazo,7,54.96,1,34.99,0.0
"Road-350-W Yellow, 48",M,M,Southwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,63.97,1,3.99,0.0
"Road-750 Black, 44",S,M,Northwest,No Discount,No Discount,2013-12-30,entregue no prazo,7,21.98,1,21.98,0.0
"Classic Vest, L",S,M,Northwest,No Discount,No Discount,2014-04-21,entregue no prazo,7,159.99,1,120.0,0.0
"Road-350-W Yellow, 40",M,M,Northwest,No Discount,No Discount,2013-08-08,entregue no prazo,7,42.28,1,35.0,0.0
"Men's Bib-Shorts, L",S,F,Northwest,No Discount,No Discount,2014-06-18,entregue no prazo,7,99.96,1,9.99,0.0
"Mountain-200 Black, 46",M,M,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,2.29,1,2.29,0.0
"Full-Finger Gloves, S",S,M,Northwest,No Discount,No Discount,2012-05-30,entregue no prazo,7,71.99,2,35.99,0.0
Cable Lock,M,M,Southeast,No Discount,No Discount,2013-03-30,entregue no prazo,7,517.21,5,44.99,0.0
"Women's Tights, M",S,F,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,71.58,1,34.99,0.0
LL Mountain Rear Wheel,S,M,Northwest,No Discount,No Discount,2014-04-04,entregue no prazo,7,37.27,1,2.29,0.0
Cable Lock,S,M,Northwest,No Discount,No Discount,2013-10-29,entregue no prazo,7,35.0,1,35.0,0.0
"Road-750 Black, 58",S,F,Northwest,No Discount,No Discount,2014-06-19,entregue no prazo,7,68.97,1,9.99,0.0
Mountain Tire Tube,M,M,Northwest,No Discount,No Discount,2013-11-18,entregue no prazo,7,89.46,1,34.99,0.0
HL Headset,M,M,Southeast,No Discount,No Discount,2012-05-30,entregue no prazo,7,469.79,1,469.79,0.0
"Mountain-500 Black, 42",M,M,Northwest,No Discount,No Discount,2013-07-31,entregue no prazo,7,148.47,1,53.99,0.0
"Full-Finger Gloves, L",S,F,Northwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,74.98,1,34.99,0.0
ML Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2014-06-14,entregue no prazo,7,99.47,1,24.49,0.0
"ML Road Frame-W - Yellow, 44",S,M,Northwest,No Discount,No Discount,2013-10-22,entregue no prazo,7,15.23,1,7.95,0.0
"LL Touring Frame - Yellow, 62",S,F,Northwest,No Discount,No Discount,2013-09-25,entregue no prazo,7,37.97,1,24.99,0.0
"Mountain-500 Silver, 40",M,F,Southwest,No Discount,No Discount,2014-05-13,entregue no prazo,7,37.27,1,29.99,0.0
"ML Mountain Frame - Black, 38",S,M,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,49.97,1,34.99,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2013-09-10,entregue no prazo,7,119.98,1,49.99,0.0
"Road-550-W Yellow, 44",M,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,128.97,1,34.99,0.0
"Full-Finger Gloves, L",M,M,Northwest,No Discount,No Discount,2014-03-30,entregue no prazo,7,39.98,1,4.99,0.0
Fender Set - Mountain,M,M,Northwest,No Discount,No Discount,2013-08-09,entregue no prazo,7,96.92,1,54.99,0.0
"LL Mountain Frame - Black, 44",M,M,Southeast,No Discount,No Discount,2014-06-01,entregue no prazo,7,38.98,1,34.99,0.0
"Mountain-500 Silver, 42",M,M,Northwest,No Discount,No Discount,2013-06-30,entregue no prazo,7,22.97,1,8.99,0.0
Mountain Tire Tube,M,M,Northwest,No Discount,No Discount,2014-05-22,entregue no prazo,7,123.98,1,69.99,0.0
"LL Touring Frame - Blue, 44",M,M,Northwest,No Discount,No Discount,2014-03-29,entregue no prazo,7,10.24,1,2.29,0.0
"Road-250 Black, 58",S,M,Northwest,No Discount,No Discount,2014-06-17,entregue no prazo,7,39.98,1,34.99,0.0
"LL Mountain Frame - Silver, 40",S,F,Northwest,No Discount,No Discount,2014-05-12,entregue no prazo,7,67.97,1,8.99,0.0
Headlights - Weatherproof,M,M,Northwest,No Discount,No Discount,2013-01-28,entregue no prazo,7,537.33,1,67.54,0.0
"Road-250 Black, 52",M,M,Northwest,No Discount,No Discount,2014-03-17,entregue no prazo,7,58.98,1,4.99,0.0
"ML Mountain Frame-W - Silver, 38",S,F,Northwest,No Discount,No Discount,2014-04-21,entregue no prazo,7,32.6,1,32.6,0.0
"Touring-1000 Blue, 50",S,F,Northwest,No Discount,No Discount,2013-11-04,entregue no prazo,7,23.78,1,2.29,0.0
"Touring-1000 Yellow, 46",M,F,Southwest,No Discount,No Discount,2014-06-13,entregue no prazo,7,21.49,1,21.49,0.0
"Mountain-500 Black, 48",M,M,Northwest,No Discount,No Discount,2014-02-15,entregue no prazo,7,119.98,1,69.99,0.0
"HL Touring Frame - Blue, 60",M,M,Northwest,No Discount,No Discount,2014-05-05,entregue no prazo,7,39.98,1,4.99,0.0
LL Road Tire,S,F,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,63.97,1,34.99,0.0
"Short-Sleeve Classic Jersey, L",S,M,Northwest,No Discount,No Discount,2014-03-21,entregue no prazo,7,14.98,1,9.99,0.0
"Classic Vest, L",S,M,Northwest,No Discount,No Discount,2013-09-26,entregue no prazo,7,36.59,1,32.6,0.0
"HL Road Frame - Black, 52",S,F,Northwest,No Discount,No Discount,2011-12-01,entregue no prazo,7,419.46,1,419.46,0.0
"Mountain-500 Silver, 42",S,M,Northwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,14.98,1,4.99,0.0
"Women's Tights, M",S,M,Northwest,No Discount,No Discount,2014-06-19,entregue no prazo,7,69.97,1,4.99,0.0
"LL Touring Frame - Yellow, 58",M,M,Northwest,No Discount,No Discount,2014-06-05,entregue no prazo,7,39.98,1,4.99,0.0
"HL Road Frame - Black, 44",M,M,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,34.98,1,29.99,0.0
HL Bottom Bracket,S,F,Northwest,No Discount,No Discount,2014-06-30,entregue no prazo,7,119.98,1,69.99,0.0
"Short-Sleeve Classic Jersey, S",M,M,Northwest,No Discount,No Discount,2013-11-09,entregue no prazo,7,93.96,1,29.99,0.0
Water Bottle - 30 oz.,M,M,Northwest,No Discount,No Discount,2014-01-24,entregue no prazo,7,71.97,1,21.98,0.0
ML Road Front Wheel,S,M,Northwest,No Discount,No Discount,2014-01-22,entregue no prazo,7,64.97,1,24.99,0.0
HL Crankset,S,F,Northwest,No Discount,No Discount,2013-08-22,entregue no prazo,7,42.28,1,2.29,0.0
LL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2014-01-28,entregue no prazo,7,111.96,1,4.99,0.0
"Men's Bib-Shorts, S",M,M,Northwest,No Discount,No Discount,2013-07-23,entregue no prazo,7,180.98,1,159.0,0.0
"LL Touring Frame - Yellow, 58",M,M,Northwest,No Discount,No Discount,2014-04-28,entregue no prazo,7,71.58,1,34.99,0.0
"Half-Finger Gloves, L",S,F,Northwest,No Discount,No Discount,2013-08-13,entregue no prazo,7,80.96,1,53.99,0.0
ML Mountain Pedal,S,M,Northwest,No Discount,No Discount,2014-06-21,entregue no prazo,7,30.97,1,21.98,0.0
"Mountain-400-W Silver, 42",S,M,Northwest,No Discount,No Discount,2013-11-08,entregue no prazo,7,77.92,1,54.99,0.0
HL Bottom Bracket,M,M,Northwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,39.99,1,4.99,0.0
"LL Touring Frame - Yellow, 62",S,F,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,42.28,1,4.99,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2013-09-11,entregue no prazo,7,2.29,1,2.29,0.0
HL Bottom Bracket,S,F,Northwest,No Discount,No Discount,2013-11-08,entregue no prazo,7,78.48,1,63.5,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2014-05-07,entregue no prazo,7,74.98,1,4.99,0.0
"Mountain-200 Black, 38",M,M,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,23.78,1,2.29,0.0
"Touring-3000 Yellow, 62",S,M,Northwest,No Discount,No Discount,2013-12-27,entregue no prazo,7,58.95,1,29.99,0.0
"ML Mountain Frame - Black, 38",S,M,Northwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,119.92,1,7.95,0.0
HL Mountain Rear Wheel,S,M,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,49.97,1,34.99,0.0
"Touring-3000 Blue, 54",M,F,Southwest,No Discount,No Discount,2014-02-28,entregue no prazo,7,120.0,1,120.0,0.0
"HL Touring Frame - Yellow, 54",S,M,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,39.98,1,34.99,0.0
Front Brakes,S,F,Northwest,No Discount,No Discount,2013-08-23,entregue no prazo,7,94.48,1,24.49,0.0
"Classic Vest, M",S,F,Northwest,No Discount,No Discount,2014-04-29,entregue no prazo,7,81.46,1,34.99,0.0
"Mountain-200 Silver, 42",S,F,Northwest,No Discount,No Discount,2013-07-24,entregue no prazo,7,38.88,1,3.99,0.0
"Mountain-500 Black, 52",S,M,Northwest,No Discount,No Discount,2014-01-23,entregue no prazo,7,13.98,1,8.99,0.0
"ML Mountain Frame-W - Silver, 40",M,M,Northwest,No Discount,No Discount,2014-04-13,entregue no prazo,7,13.98,1,4.99,0.0
"Touring-1000 Yellow, 46",S,F,Northwest,No Discount,No Discount,2013-08-31,entregue no prazo,7,38.98,1,34.99,0.0
"LL Mountain Frame - Silver, 40",S,F,Northwest,No Discount,No Discount,2014-01-01,entregue no prazo,7,12.94,1,7.95,0.0
"Road-350-W Yellow, 40",M,M,Northwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,37.29,1,2.29,0.0
"Men's Bib-Shorts, L",S,F,Northwest,No Discount,No Discount,2013-08-02,entregue no prazo,7,35.0,1,35.0,0.0
"Road-350-W Yellow, 40",S,M,Northwest,No Discount,No Discount,2013-07-31,entregue no prazo,7,2.29,1,2.29,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2014-02-04,entregue no prazo,7,27.28,1,2.29,0.0
"Touring-1000 Blue, 50",S,M,Northwest,No Discount,No Discount,2013-12-14,entregue no prazo,7,155.08,1,32.6,0.0
"HL Touring Frame - Yellow, 50",M,M,Northwest,No Discount,No Discount,2014-06-17,entregue no prazo,7,39.98,1,34.99,0.0
HL Bottom Bracket,S,M,Northwest,No Discount,No Discount,2013-08-08,entregue no prazo,7,21.98,1,21.98,0.0
Water Bottle - 30 oz.,S,M,Northwest,No Discount,No Discount,2013-12-31,entregue no prazo,7,71.95,1,21.98,0.0
Touring Front Wheel,M,M,Northwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,121.57,1,32.6,0.0
"Touring-3000 Blue, 54",M,F,Southwest,No Discount,No Discount,2014-06-24,entregue no prazo,7,69.99,1,69.99,0.0
LL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2013-11-03,entregue no prazo,7,42.28,1,35.0,0.0
"Men's Sports Shorts, S",M,M,Northwest,No Discount,No Discount,2013-08-21,entregue no prazo,7,39.98,1,34.99,0.0
"Half-Finger Gloves, M",S,F,Northwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,69.97,1,34.99,0.0
Fender Set - Mountain,S,M,Northwest,No Discount,No Discount,2013-11-14,entregue no prazo,7,27.77,1,2.29,0.0
"ML Mountain Frame - Black, 48",S,F,Northwest,No Discount,No Discount,2013-09-07,entregue no prazo,7,86.95,1,49.99,0.0
"Full-Finger Gloves, S",M,M,Northwest,No Discount,No Discount,2014-06-07,entregue no prazo,7,39.99,1,4.99,0.0
"ML Road Frame-W - Yellow, 42",S,F,Northwest,No Discount,No Discount,2014-01-26,entregue no prazo,7,17.27,1,4.99,0.0
LL Road Front Wheel,M,M,Northwest,No Discount,No Discount,2013-12-19,entregue no prazo,7,91.95,1,21.98,0.0
ML Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2013-08-24,entregue no prazo,7,34.98,1,4.99,0.0
"Mountain-200 Silver, 42",S,F,Northwest,No Discount,No Discount,2013-08-22,entregue no prazo,7,39.98,1,4.99,0.0
"Road-250 Red, 44",S,M,Northwest,No Discount,No Discount,2014-02-12,entregue no prazo,7,64.47,1,4.99,0.0
"Road-750 Black, 44",M,M,Northwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,6.28,1,3.99,0.0
"Road-550-W Yellow, 42",M,M,Northwest,No Discount,No Discount,2014-03-12,entregue no prazo,7,29.99,1,29.99,0.0
"Road-250 Red, 44",S,F,Northwest,No Discount,No Discount,2013-08-21,entregue no prazo,7,63.97,1,3.99,0.0
HL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2014-04-30,entregue no prazo,7,47.94,1,7.95,0.0
"Road-250 Red, 44",M,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,39.99,1,35.0,0.0
Touring Rear Wheel,S,M,Northwest,No Discount,No Discount,2014-06-16,entregue no prazo,7,39.98,1,34.99,0.0
"Men's Sports Shorts, XL",S,F,Northwest,No Discount,No Discount,2013-08-14,entregue no prazo,7,88.97,1,28.99,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2013-08-12,entregue no prazo,7,74.98,1,35.0,0.0
LL Bottom Bracket,M,M,Northwest,No Discount,No Discount,2013-12-16,entregue no prazo,7,45.22,1,4.99,0.0
"HL Touring Frame - Blue, 60",M,M,Northwest,No Discount,No Discount,2014-05-05,entregue no prazo,7,94.48,1,69.99,0.0
LL Headset,M,M,Northwest,No Discount,No Discount,2012-11-30,entregue no prazo,7,469.79,1,469.79,0.0
"LL Touring Frame - Blue, 44",S,M,Northwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,30.48,1,8.99,0.0
Road Bottle Cage,M,M,Northwest,No Discount,No Discount,2014-05-14,entregue no prazo,7,91.95,1,4.99,0.0
"Touring-1000 Blue, 50",S,F,Northwest,No Discount,No Discount,2012-08-30,entregue no prazo,7,383.05,2,180.13,0.0
ML Mountain Front Wheel,S,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,38.88,1,3.99,0.0
Mountain Pump,S,F,Northwest,No Discount,No Discount,2012-08-30,entregue no prazo,7,383.05,1,22.79,0.0
"Touring-3000 Yellow, 54",M,F,Southwest,No Discount,No Discount,2014-06-01,entregue no prazo,7,37.29,1,2.29,0.0
"Road-550-W Yellow, 42",S,M,Northwest,No Discount,No Discount,2013-07-13,entregue no prazo,7,61.97,1,35.0,0.0
Fender Set - Mountain,S,M,Northwest,No Discount,No Discount,2013-12-27,entregue no prazo,7,27.28,1,24.99,0.0
"Mountain-200 Silver, 42",S,F,Northwest,No Discount,No Discount,2014-01-26,entregue no prazo,7,53.99,1,53.99,0.0
